Gene_Name,family,name
TENM2,['IPR027689'],['Teneurin-2/3']
CUTA,['IPR004323'],"['Divalent ion tolerance protein, CutA']"
MOB3B,['IPR004323'],"['Divalent ion tolerance protein, CutA']"
BRD4,,
BEND6,,
SAP30L,['IPR024145'],['Histone deacetylase complex subunit SAP30/SAP30-like']
ITGB4,"['IPR012013', 'IPR015812']","['Integrin beta-4 subunit', 'Integrin beta subunit']"
GPR37L1,"['IPR000276', 'IPR003909']","['G protein-coupled receptor, rhodopsin-like', 'G protein-coupled receptor 37 orphan']"
SPIN2B,"['IPR003671', 'IPR029564']","['Spindlin/spermiogenesis-specific protein', 'Spindlin-2']"
PAIP2,['IPR040396'],['Polyadenylate-binding protein-interacting protein 2-like']
DNAJA2,['IPR012724'],['Chaperone DnaJ']
CNST,['IPR012724'],['Chaperone DnaJ']
TCEANC,,
MMP20,"['IPR021190', 'IPR028716']","['Peptidase M10A', 'Matrix metalloproteinase-20']"
SH2D1A,['IPR017289'],['SH2 protein 1A']
RUVBL2,"['IPR027238', 'IPR037942']","['RuvB-like', 'RuvB-like helicase 2']"
FUT9,['IPR001503'],['Glycosyl transferase family 10']
TRIM64B,,
ATP5MC1,['IPR000454'],"['ATP synthase, F0 complex, subunit C']"
,['IPR000454'],"['ATP synthase, F0 complex, subunit C']"
OSGIN2,"['IPR029728', 'IPR029731']","['Oxidative stress-induced growth inhibitor 2', 'OKL38 family']"
PIN4,['IPR043323'],['Peptidyl-prolyl cis-trans isomerase PIN4']
ZRANB1,,
DLEC1,,
NOD1,,
CASP1,['IPR002398'],['Peptidase C14 family']
CDYL,['IPR001753'],['Enoyl-CoA hydratase/isomerase']
KCNN3,['IPR015449'],"['Potassium channel, calcium-activated, SK']"
PDE10A,['IPR023088'],"[""3'5'-cyclic nucleotide phosphodiesterase""]"
SYT13,['IPR028692'],['Synaptotagmin-13']
LIPT1,['IPR004562'],['Lipoyltransferase/lipoate-protein ligase']
APOBEC2,,
COG8,,
RAB11B,['IPR001806'],['Small GTPase']
IL12B,['IPR015528'],['Interleukin-12 beta']
PRKAG3,['IPR039168'],"[""5'-AMP-activated protein kinase subunit gamma-3""]"
VPS72,['IPR008895'],['Vps72/YL1 family']
FAM118B,['IPR033352'],['Protein FAM118B']
TIGD1,,
SLC6A18,['IPR000175'],['Sodium:neurotransmitter symporter']
TES,['IPR027683'],['Testin']
DIAPH3,,
ATP6AP1,['IPR008388'],"['ATPase, V1 complex, subunit S1']"
CCDC43,['IPR037666'],['Coiled-coil domain-containing protein 43']
HOPX,,
ANK1,,
FREM2,,
RAMP3,['IPR006985'],['Receptor activity modifying protein']
ANKRD44,,
CXorf21,['IPR027869'],['Protein of unknown function DUF4569']
ZDHHC15,,
RAMP1,['IPR006985'],['Receptor activity modifying protein']
ZNF641,,
RAMP2,['IPR006985'],['Receptor activity modifying protein']
CBR1,['IPR002347'],['Short-chain dehydrogenase/reductase SDR']
HOXB4,,
DDX51,,
HOXB9,,
OPHN1,,
HOXB8,,
SPN,['IPR038829'],['Leukosialin']
CLEC11A,,
UBTF,,
FAM169B,['IPR029624'],['Protein FAM169B']
A2ML1,,
HIGD1A,,
SPDYE2B,['IPR020984'],['Cell cycle regulatory protein Speedy']
TCF19,,
MSGN1,['IPR040259'],['Mesogenin/MesP']
IL12A,['IPR004281'],['Interleukin-12 alpha']
SOD2,['IPR001189'],['Manganese/iron superoxide dismutase']
FAM50B,['IPR001189'],['Manganese/iron superoxide dismutase']
EZH2,['IPR021654'],['Histone-lysine N-methyltransferase EZH1/EZH2']
GINS2,['IPR007257'],['DNA replication complex GINS protein Psf2']
TUBGCP4,['IPR007259'],['Gamma-tubulin complex component protein']
PRKAG2,['IPR039170'],"[""5'-AMP-activated protein kinase subunit gamma-2""]"
AKT3,['IPR039029'],['Serine/threonine-protein kinase RAC gamma-like']
POMP,['IPR008012'],['Proteasome maturation factor Ump1']
ZFHX3,,
ARPC5L,"['IPR006789', 'IPR030075']","['Actin-related protein 2/3 complex subunit 5', 'Actin-related protein 2/3 complex subunit 5-like protein']"
ECSIT,['IPR010418'],['ECSIT']
UROC1,,
ZBTB6,,
NCAPG,['IPR027165'],['Condensin complex subunit 3']
ZIC1,,
PFKFB1,"['IPR003094', 'IPR013078']","['Fructose-2,6-bisphosphatase', 'Histidine phosphatase superfamily, clade-1']"
EDF1,,
AKT2,,
FBRS,['IPR023246'],['Autism susceptibility gene 2 protein']
MICU1,['IPR039800'],['Calcium uptake protein 1/2/3']
TMEM56,,
C7orf25,,
KLHDC3,,
DOCK7,['IPR026791'],['Dedicator of cytokinesis']
YTHDC1,,
GAS7,,
ZNF778,,
HSD17B14,['IPR002347'],['Short-chain dehydrogenase/reductase SDR']
MBOAT7,['IPR002347'],['Short-chain dehydrogenase/reductase SDR']
KREMEN1,['IPR017076'],['Kremen']
C18orf15,['IPR017076'],['Kremen']
ZNF556,,
LZTS1,['IPR033293'],['Leucine zipper putative tumour suppressor 1']
FBLL1,,
HPSE,['IPR005199'],"['Glycoside hydrolase, family 79']"
CRYBG3,,
EPOP,,
RNF6,,
CSF2,['IPR000773'],['Granulocyte-macrophage colony-stimulating factor']
POLH,,
ARHGAP42,,
CCL26,['IPR039809'],['Chemokine beta/gamma/delta']
CHKB,['IPR026712'],['Choline/Ethanolamine kinase']
STAP2,,
FAM110A,['IPR025740'],['FAM110']
NKTR,,
DHRS9,['IPR002347'],['Short-chain dehydrogenase/reductase SDR']
SERGEF,,
PRELID1,['IPR037365'],['Slowmo/Ups family']
RCE1,['IPR039731'],"['CAAX prenyl protease 2, eukaryotes']"
NMT1,['IPR000903'],['Myristoyl-CoA:protein N-myristoyltransferase']
KCNK6,"['IPR003092', 'IPR003280', 'IPR005409']","['Two pore domain potassium channel, TASK family', 'Two pore domain potassium channel', 'Two pore domain potassium channel, TWIK-2']"
AKT1,['IPR039027'],['Serine/threonine-protein kinase RAC alpha']
SLX1B,['IPR027520'],['Structure-specific endonuclease subunit Slx1']
VASH1,"['IPR028131', 'IPR028132']","['Tubulinyl-Tyr carboxypeptidase', 'Tubulinyl-Tyr carboxypeptidase 1']"
ZNF56,,
APOL4,['IPR008405'],['Apolipoprotein L']
ZNF141,,
C17orf77,,
PWWP2A,,
TBL1Y,,
NIPSNAP1,,
LRRC4B,['IPR026878'],['Leucine-rich repeat-containing protein 4B/C']
RASL11B,"['IPR001806', 'IPR020849']","['Small GTPase', 'Small GTPase superfamily, Ras-type']"
ZNF773,,
DIAPH2,,
BDKRB2,"['IPR000276', 'IPR001504']","['G protein-coupled receptor, rhodopsin-like', 'Bradykinin receptor B2']"
ZNF578,,
CEP63,['IPR029608'],['Centrosomal protein of 63kDa']
KIN,['IPR037321'],['KIN17-like protein']
CFAP44,,
FOXA2,,
NR3C1,['IPR001723'],['Nuclear hormone receptor']
EIF3L,['IPR019382'],['Translation initiation factor 3 complex subunit L']
LDLRAD2,['IPR042333'],['Low-density lipoprotein receptor class A domain-containing protein 2']
PLAA,['IPR033510'],['PLAA/Doa1/Lub1']
ANGPT4,['IPR028845'],['Angiopoietin-4']
KDM5B,,
TFF1,['IPR017994'],"['P-type trefoil, chordata']"
FAM47DP,['IPR032743'],['FAM47 family']
SMCHD1,['IPR038892'],['Structural maintenance of chromosomes flexible hinge domain-containing protein 1']
PRNP,['IPR000817'],['Prion protein']
EFHB,['IPR040193'],['EF-hand domain-containing protein EFHC1/EFHC2/EFHB']
SYT9,['IPR028691'],['Synaptotagmin-9']
C7orf31,['IPR028691'],['Synaptotagmin-9']
TPRX1,,
LINC00469,,
,,
RRP7BP,['IPR040446'],['Ribosomal RNA-processing protein 7']
EMILIN3,,
HIST1H4G,['IPR001951'],['Histone H4']
ZG16,['IPR033563'],['Zymogen granule membrane protein 16']
FAM20A,['IPR024869'],['FAM20']
EIF5B,['IPR015760'],['Translation initiation factor IF- 2']
SORT1,,
RIPOR3,,
CACNA1F,"['IPR002077', 'IPR005446', 'IPR030157']","['Voltage-dependent calcium channel, alpha-1 subunit', 'Voltage-dependent calcium channel, L-type, alpha-1 subunit', 'Voltage-dependent calcium channel, L-type, alpha-1F subunit']"
POTEM,,
MANSC4,,
GPER1,['IPR000276'],"['G protein-coupled receptor, rhodopsin-like']"
S100A9,['IPR028475'],['Protein S100-A9']
ZNF713,,
GALNT10,,
S100A6,['IPR034118'],['Protein S100-A6']
TRIM13,,
DHX32,,
HSF2,"['IPR027712', 'IPR027725']","['Heat shock factor protein 2', 'Heat shock transcription factor family']"
LMBRD2,['IPR006876'],['LMBR1-like membrane protein']
HMX3,,
CCDC154,['IPR029512'],['Coiled-coil domain-containing protein 154']
NEU1,['IPR026856'],['Sialidase family']
ZNF92,,
FMO2,"['IPR000960', 'IPR002254']","['Flavin monooxygenase FMO', 'Flavin monooxygenase (FMO) 2']"
ZNF90,,
GAREM2,,
ZBTB33,,
ADGRG6,"['IPR000832', 'IPR001759']","['GPCR, family 2, secretin-like', 'Pentraxin-related']"
ADGRE4P,"['IPR000832', 'IPR001740']","['GPCR, family 2, secretin-like', 'GPCR family 2, EMR1-like receptor']"
CROCCP2,"['IPR000832', 'IPR001740']","['GPCR, family 2, secretin-like', 'GPCR family 2, EMR1-like receptor']"
ARIH2OS,"['IPR000832', 'IPR001740']","['GPCR, family 2, secretin-like', 'GPCR family 2, EMR1-like receptor']"
MYMK,"['IPR000832', 'IPR001740']","['GPCR, family 2, secretin-like', 'GPCR family 2, EMR1-like receptor']"
PHLDB2,,
SMIM29,['IPR043239'],['Small integral membrane protein 29']
FCRLB,,
OR12D3,['IPR000276'],"['G protein-coupled receptor, rhodopsin-like']"
PAGE4,['IPR000276'],"['G protein-coupled receptor, rhodopsin-like']"
OR5V1,['IPR000276'],"['G protein-coupled receptor, rhodopsin-like']"
OR14J1,['IPR000276'],"['G protein-coupled receptor, rhodopsin-like']"
ZNF605,,
PQBP1,,
DHDDS,['IPR001441'],['Decaprenyl diphosphate synthase-like']
PFKFB2,"['IPR003094', 'IPR013078']","['Fructose-2,6-bisphosphatase', 'Histidine phosphatase superfamily, clade-1']"
SDCCAG8,['IPR031887'],['Serologically defined colon cancer antigen 8']
CCDC22,['IPR008530'],['Coiled-coil domain-containing protein 22']
TMPRSS11B,['IPR001314'],"['Peptidase S1A, chymotrypsin family']"
ADGRA1,['IPR000832'],"['GPCR, family 2, secretin-like']"
DNAJC21,,
NHS,['IPR024845'],['Nance-Horan syndrome protein family']
EYA1,['IPR028471'],['Eyes absent homologue 1']
ZNF85,,
S1PR3,"['IPR000276', 'IPR004061', 'IPR004062']","['G protein-coupled receptor, rhodopsin-like', 'Sphingosine 1-phosphate receptor', 'EDG-3 sphingosine 1-phosphate receptor']"
ZNF117,,
GAS2L1,['IPR029931'],['GAS2-like protein 1']
USF3,,
WDR59,,
PPM1M,['IPR015655'],['Protein phosphatase 2C family']
AGBL1,,
DNAJC5G,,
EYA3,"['IPR028472', 'IPR028479']","['Eyes absent family', 'Eyes absent homologue 3']"
TTLL6,['IPR027754'],['Tubulin polyglutamylase TTLL6']
CLEC14A,,
COLQ,,
MTMR7,['IPR030572'],['Myotubularin-related protein 7']
MTMR6,"['IPR030564', 'IPR030581']","['Myotubularin family', 'Myotubularin-related protein 6']"
NCF1B,['IPR001655'],['Neutrophil cytosol factor 1']
CCNYL1,['IPR012399'],['Cyclin Y']
LILRA5,,
TRPC6,"['IPR002153', 'IPR005462']","['Transient receptor potential channel, canonical', 'Transient receptor potential channel, canonical 6']"
PNPLA3,"['IPR033562', 'IPR039185']","['Patatin-like phospholipase domain-containing protein', '1-acylglycerol-3-phosphate O-acyltransferase PNPLA3']"
GPR149,,
JAG2,"['IPR026219', 'IPR033108']","['Jagged/Serrate protein', 'Protein jagged-2']"
DKC1,['IPR004802'],['tRNA pseudouridine synthase B family']
TIMM17B,['IPR004802'],['tRNA pseudouridine synthase B family']
PRAF2,['IPR004802'],['tRNA pseudouridine synthase B family']
TMEM68,,
CCDC69,,
C5orf34,,
HEXIM2,['IPR024872'],['HEXIM']
TSPYL6,['IPR002164'],['Nucleosome assembly protein (NAP)']
POM121L12,['IPR002164'],['Nucleosome assembly protein (NAP)']
NANOGP1,,
ENO1,['IPR000941'],['Enolase']
CKM,['IPR000749'],['ATP:guanido phosphotransferase']
BMT2,['IPR021867'],['S-adenosylmethionine-dependent methyltransferase Bmt2-like']
FCER2,,
PYGL,"['IPR000811', 'IPR011833']","['Glycosyl transferase, family 35', 'Glycogen/starch/alpha-glucan phosphorylase']"
GOLGA6L10,"['IPR024858', 'IPR026737']","['Golgin subfamily A', 'Golgin subfamily A member 6-like']"
PRAMEF10,['IPR026271'],['PRAME family']
CBY3,['IPR028118'],['Chibby family']
DDX50,,
SCG5,['IPR007945'],['Neuroendocrine 7B2 precursor']
P2RX4,"['IPR001429', 'IPR003047']","['P2X purinoreceptor', 'P2X4 purinoceptor']"
P2RX7,['IPR003050'],['P2X7 purinoceptor']
PPCS,,
PIK3R4,,
TBX19,"['IPR001699', 'IPR002070']","['Transcription factor, T-box', 'Transcription factor, Brachyury']"
KCNS3,"['IPR003968', 'IPR003971', 'IPR028325']","['Potassium channel, voltage dependent, Kv', 'Potassium channel, voltage dependent, Kv9', 'Voltage-gated potassium channel']"
SLC52A2,"['IPR003968', 'IPR003971', 'IPR028325']","['Potassium channel, voltage dependent, Kv', 'Potassium channel, voltage dependent, Kv9', 'Voltage-gated potassium channel']"
PKP4,,
CCDC137,,
SPATA33,['IPR027930'],['Protein of unknown function DUF4609']
PTPN20,,
ZFYVE26,,
NUP88,"['IPR019321', 'IPR037700']","['Nucleoporin Nup88', 'Nucleoporin NUP88/NUP82']"
MSL1,['IPR026711'],['Protein male-specific lethal-1']
VSTM2L,['IPR027115'],['V-set and transmembrane domain-containing protein 2-like protein']
C9orf50,,
TEDC1,['IPR043535'],['Tubulin epsilon and delta complex protein 1']
KIRREL3-AS3,['IPR043535'],['Tubulin epsilon and delta complex protein 1']
KIAA1328,['IPR032736'],['Protein hinderin']
GPI,['IPR001672'],['Phosphoglucose isomerase (PGI)']
JUN,"['IPR002112', 'IPR015558']","['Transcription factor Jun', 'Transcription Factor c-Jun/v-Jun']"
FABP3,['IPR031259'],['Intracellular lipid binding protein']
SIGLECL1,,
POLB,"['IPR002008', 'IPR022312']","['DNA polymerase family X, beta-like', 'DNA polymerase family X']"
ZFYVE21,,
NBPF11,,
NPM1,['IPR004301'],['Nucleoplasmin family']
,['IPR004301'],['Nucleoplasmin family']
HIST1H2BK,['IPR000558'],['Histone H2B']
HNRNPCL1,,
CASTOR2,['IPR026249'],['CASTOR family']
PRAMEF11,['IPR026271'],['PRAME family']
PRAMEF4,['IPR026271'],['PRAME family']
OGFOD3,,
PRAMEF2,['IPR026271'],['PRAME family']
DCLRE1A,,
MAP3K14,['IPR017425'],['Mitogen-activated protein (MAP) kinase kinase kinase 14']
TCEANC2,,
NLRP4,,
MTERF1,['IPR003690'],"['Transcription termination factor, mitochondrial/chloroplastic']"
SNTG1,['IPR015482'],['Syntrophin']
C18orf63,,
RBMXL3,,
USP37,,
ADGB,,
KMT5B,"['IPR025790', 'IPR039977']","['Histone-lysine N-methyltransferase, Suvar4-20', 'Histone-lysine N-methyltransferase KMT5B/KMT5C/SET9']"
STPG3,"['IPR025790', 'IPR039977']","['Histone-lysine N-methyltransferase, Suvar4-20', 'Histone-lysine N-methyltransferase KMT5B/KMT5C/SET9']"
ZNF366,"['IPR025790', 'IPR039977']","['Histone-lysine N-methyltransferase, Suvar4-20', 'Histone-lysine N-methyltransferase KMT5B/KMT5C/SET9']"
MAGEB6,['IPR037445'],['Melanoma-associated antigen']
TPM3,['IPR000533'],['Tropomyosin']
ZNF488,,
ANKDD1B,,
BCORP1,,
NABP2,,
KCTD14,,
DAAM2,,
C9orf118,,
SPOCK3,,
MPHOSPH9,,
MIOX,['IPR007828'],['Inositol oxygenase']
C20orf187,['IPR007828'],['Inositol oxygenase']
ZFP42,,
MPHOSPH6,['IPR019324'],['M-phase phosphoprotein 6']
USP17L6P,,
ZNF776,,
MMP19,"['IPR021190', 'IPR028724']","['Peptidase M10A', 'Matrix metalloproteinase-19']"
DNAJC2,,
PLIN2,['IPR004279'],['Perilipin']
BEND7,['IPR004279'],['Perilipin']
HS6ST2,['IPR010635'],['Heparan sulphate 6-sulfotransferase/Protein-tyrosine sulfotransferase']
CGAS,,
ZNF614,,
HSPA12B,['IPR029509'],['Heat shock 70kDa protein 12B']
MPHOSPH8,,
RBM4B,,
LRRC14B,,
FRMD1,,
RETNLB,['IPR009714'],['Resistin']
APOA4,['IPR000074'],['Apolipoprotein A/E']
CD2,['IPR015632'],['T-cell surface antigen CD2']
MTRF1L,,
RGS17,,
TAOK1,,
CENPM,['IPR020987'],['Centromere protein Cenp-M']
VAT1,,
RNF223,,
ILDR1,,
CEACAM5,,
LGMN,"['IPR001096', 'IPR043577']","['Peptidase C13, legumain', 'Asparaginyl endopeptidase']"
EIF4E,['IPR001040'],['Translation Initiation factor eIF- 4e']
C5orf52,['IPR038935'],['Uncharacterized protein C5orf52']
DIP2A,,
FRMD6,['IPR040179'],['FERM domain-containing protein 6']
OR51F1,"['IPR000276', 'IPR000725']","['G protein-coupled receptor, rhodopsin-like', 'Olfactory receptor']"
GSE1,['IPR042337'],['Genetic suppressor element 1']
PPIL2,,
CLSPN,['IPR024146'],['Claspin']
NCOA6,['IPR026638'],['Nuclear receptor coactivator 6']
KRT85,['IPR003054'],"['Keratin, type II']"
BRF2,['IPR000812'],['Transcription factor TFIIB']
CARD8,,
DAND5,['IPR016860'],['Cerberus']
ATP11B,['IPR001757'],['P-type ATPase']
SYVN1,['IPR032832'],['E3 ubiquitin-protein ligase synoviolin/Hrd1']
ANKRD6,,
POFUT2,['IPR019378'],['GDP-fucose protein O-fucosyltransferase']
DDX53,,
FRG2C,['IPR026245'],['Protein FRG2']
EFR3B,,
MYRF,['IPR026933'],['Myelin gene regulatory factor']
DEPP1,['IPR026933'],['Myelin gene regulatory factor']
ZFP30,,
DNAJC16,,
SBNO2,"['IPR026741', 'IPR030410']","['Protein strawberry notch', 'Protein strawberry notch homologue 2']"
NUDT12,,
ZNF177,,
OLA1,,
BMS1,,
GINS1,['IPR005339'],"['GINS complex, subunit Psf1']"
MFAP5,['IPR008673'],['Microfibril-associated glycoprotein']
MYBBP1A,,
PDCD11,,
PRAME,['IPR026271'],['PRAME family']
SYT3,['IPR028682'],['Synaptotagmin-3']
CCNA1,['IPR039361'],['Cyclin']
MESD,['IPR019330'],['LRP chaperone MESD']
EDA2R,['IPR022319'],['Tumour necrosis factor receptor 27']
PIDD1,['IPR019502'],"['Peptidase S68, pidd']"
KIAA0087,['IPR019502'],"['Peptidase S68, pidd']"
USP10,,
PPP2R5C,['IPR002554'],"['Protein phosphatase 2A, regulatory B subunit, B56']"
LPIN1,"['IPR026058', 'IPR028794']","['LIPIN family', 'Phosphatidate phosphatase LPIN1']"
CTBP1,['IPR043322'],['C-terminal binding protein']
GRPEL1,['IPR000740'],['GrpE nucleotide exchange factor']
MPP3,,
ZNF583,,
RFTN1,['IPR028169'],['Raftlin family']
CACYBP,,
RNF152,['IPR033609'],['E3 ubiquitin-protein ligase RNF152']
XPO5,['IPR040018'],['Exportin-5']
AP3B2,['IPR026740'],['AP-3 complex subunit beta']
GANAB,['IPR000322'],['Glycoside hydrolase family 31']
SMIM9,['IPR038853'],['Small integral membrane protein 9']
GNB4,['IPR016346'],"['Guanine nucleotide-binding protein, beta subunit']"
PLEKHA6,,
PTGR2,['IPR037399'],['Prostaglandin reductase 2']
FNDC3A,,
STIMATE,['IPR022127'],['Store-operated calcium entry regulator STIMATE/YPL162C']
EIF2S3,,
ZNF57,,
DLGAP4,['IPR030527'],['Disks large-associated protein 4']
ATG4D,['IPR005078'],['Peptidase C54']
STK38L,,
MS4A2,"['IPR007237', 'IPR030417', 'IPR030420']","['CD20-like family', 'Membrane-spanning 4-domains subfamily A', 'High affinity immunoglobulin epsilon receptor subunit beta']"
INPP5F,,
ZNF510,,
MAST1,['IPR028777'],['Microtubule-associated serine/threonine-protein kinase 1']
SLC35A1,['IPR028777'],['Microtubule-associated serine/threonine-protein kinase 1']
PDCL,['IPR001200'],['Phosducin']
RNPEPL1,"['IPR001930', 'IPR033525', 'IPR034015']","['Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase', 'Aminopeptidase RNPEPL1', 'Aminopeptidase, leukotriene A4 hydrolase-like']"
FAM210A,"['IPR001930', 'IPR033525', 'IPR034015']","['Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase', 'Aminopeptidase RNPEPL1', 'Aminopeptidase, leukotriene A4 hydrolase-like']"
SLC35B1,['IPR013657'],['UAA transporter']
PDE3B,,
KRT83,,
ELL3,"['IPR031175', 'IPR031176']","['RNA polymerase II elongation factor ELL3', 'ELL/occludin family']"
UPF2,['IPR039762'],['Nonsense-mediated mRNA decay protein Nmd2/UPF2']
SENP7,['IPR039762'],['Nonsense-mediated mRNA decay protein Nmd2/UPF2']
SMURF2,['IPR024928'],"['E3 ubiquitin-protein ligase, SMURF1 type']"
OLR1,,
SLC35A2,['IPR007271'],['Nucleotide-sugar transporter']
TPT1P8,,
PLEKHA5,,
NTN4,,
NAT16,,
TXNDC11,,
NINL,,
PIKFYVE,['IPR043548'],['1-phosphatidylinositol-3phosphate-5-kinase']
NISCH,,
NTNG1,,
BCL7B,,
MPP1,,
IL5RA,,
LBHD1,['IPR042945'],['LBH domain containing protein']
WDR37,,
TBC1D30,,
ZMAT2,['IPR040107'],['U4/U6.U5 small nuclear ribonucleoprotein component Snu23']
PELI2,['IPR006800'],['Pellino family']
SP110,['IPR043563'],['Nuclear body protein Sp110/Sp140/Sp140L']
CUTC,['IPR005627'],['Copper homeostasis protein CutC']
SELENOS,['IPR009703'],['Selenoprotein S']
APOL2,['IPR008405'],['Apolipoprotein L']
MAPK8IP2,,
TUBA1C,"['IPR000217', 'IPR002452']","['Tubulin', 'Alpha tubulin']"
CYP3A43,"['IPR001128', 'IPR008072']","['Cytochrome P450', 'Cytochrome P450, E-class, CYP3A']"
ROPN1,"['IPR001128', 'IPR008072']","['Cytochrome P450', 'Cytochrome P450, E-class, CYP3A']"
SIAE,['IPR039329'],['Sialate O-acetylesterase']
LMAN1L,,
RPH3A,"['IPR028698', 'IPR043566']","['Rabphilin-3A', 'Rabphilin/DOC2/Noc2']"
ZNF830,"['IPR028698', 'IPR043566']","['Rabphilin-3A', 'Rabphilin/DOC2/Noc2']"
SFXN2,['IPR004686'],['Tricarboxylate/iron carrier']
ZNF491,,
ARL10,['IPR042951'],['ADP-ribosylation factor-like protein 10']
TADA2B,['IPR016827'],['Transcriptional adaptor 2']
PADI2,['IPR004303'],['Protein-arginine deiminase']
LAMTOR3,['IPR015019'],['Ragulator complex protein LAMTOR3']
EPB41L3,"['IPR000798', 'IPR030691']","['Ezrin/radixin/moesin-like', 'Band 4.1-like protein 3']"
RSL24D1,"['IPR000988', 'IPR023438']","['Ribosomal protein L24e-related', 'Ribosomal protein L24e']"
SS18L2,['IPR007726'],['SS18 family']
AMOTL2,['IPR007726'],['SS18 family']
FAM173A,['IPR026170'],['N-lysine methyltransferase FAM173A/B']
CT83,['IPR026170'],['N-lysine methyltransferase FAM173A/B']
IL36A,"['IPR000975', 'IPR027163']","['Interleukin-1 family', 'Interleukin-36 alpha']"
SLC35D1,"['IPR000975', 'IPR027163']","['Interleukin-1 family', 'Interleukin-36 alpha']"
PPP2R2B,['IPR000009'],['Protein phosphatase 2A regulatory subunit PR55']
ZNF554,,
PLD1,"['IPR015679', 'IPR016555']","['Phospholipase D family', 'Phospholipase D, eukaryotic type']"
SEMA4G,['IPR027231'],['Semaphorin']
MAB21L1,,
FOPNL,,
KXD1,['IPR039843'],['KxDL motif-containing protein 1-like']
SLC28A3,"['IPR008276', 'IPR018270', 'IPR030211']","['Concentrative nucleoside transporter', 'Concentrative nucleoside transporter, metazoan/bacterial', 'Concentrative nucleoside transporter CNT3']"
ZNF211,,
TARBP1,['IPR025806'],['Probable methyltransferase TARBP1']
PMCHL2,['IPR005456'],['Pre-pro melanin-concentrating hormone']
GTF2IRD2B,['IPR042224'],['General transcription factor II-I repeat domain-containing protein 2']
RPP30,['IPR002738'],['RNase P subunit p30']
GTF2I,['IPR016659'],['Transcription factor II-I']
PRELID2,,
ASIC1,,
AMER3,,
ENAH,,
EIF4G2,,
RPP38,['IPR042848'],['Ribonuclease P protein subunit p38']
ISCA2,,
,['IPR018154'],['TLV/ENV coat polyprotein']
NOL12,['IPR019186'],['Nucleolar protein 12']
ARID5A,,
PSMB11,"['IPR000243', 'IPR023333', 'IPR034385']","['Peptidase T1A, proteasome beta-subunit', 'Proteasome B-type subunit', 'Proteasome subunit beta type 11']"
TLR6,"['IPR017241', 'IPR027187']","['Toll-like receptor', 'Toll-like receptor 6']"
UST,"['IPR005331', 'IPR007734']","['Sulfotransferase', 'Heparan sulphate 2-O-sulfotransferase']"
B3GALT5,['IPR002659'],"['Glycosyl transferase, family 31']"
EXOG,['IPR040255'],['Non-specific endonuclease']
SLC17A4,['IPR011701'],['Major facilitator superfamily']
LRFN5,['IPR026879'],['Leucine-rich repeat and fibronectin type-III domain-containing protein 5']
PKDREJ,['IPR003915'],['Polycystic kidney disease type 2 protein']
ZNF570,,
ELF4,,
STK32A,,
NDN,['IPR030086'],['Necdin']
DLG4,['IPR016313'],['Disks large 1-like']
GLYATL2,['IPR010313'],['Glycine N-acyltransferase']
LPIN3,['IPR026058'],['LIPIN family']
SIRT3,['IPR003000'],['Sirtuin family']
PRUNE1,,
ASPG,['IPR041725'],['Type I (cytosolic) L-asparaginase']
PITX1,['IPR016233'],['Homeobox protein Pitx/unc30']
SLC25A29,['IPR002067'],['Mitochondrial carrier protein']
PRDM16,,
CLK4,,
RBM6,['IPR028806'],['RNA-binding protein 6']
OTUD7B,,
C2orf69,['IPR018881'],['Uncharacterised protein family UPF0565']
,['IPR018154'],['TLV/ENV coat polyprotein']
GPC5,"['IPR001863', 'IPR031188']","['Glypican', 'Glypican-5']"
ARL14EP,['IPR026515'],['ARL14 effector protein']
GABRE,"['IPR006028', 'IPR006201', 'IPR008099']","['Gamma-aminobutyric acid A receptor/Glycine receptor alpha', 'Neurotransmitter-gated ion-channel', 'Gamma-aminobutyric-acid A receptor epsilon subunit']"
CA5B,"['IPR018437', 'IPR023561']","['Carbonic anhydrase VB, mitochondria', 'Carbonic anhydrase, alpha-class']"
ATF5,"['IPR018437', 'IPR023561']","['Carbonic anhydrase VB, mitochondria', 'Carbonic anhydrase, alpha-class']"
SERPINA11,['IPR000215'],['Serpin family']
SLC35A3,['IPR007271'],['Nucleotide-sugar transporter']
SSX2IP,['IPR021622'],['Afadin/alpha-actinin-binding']
ZNF652,,
CACNB1,"['IPR000584', 'IPR005443']","['Voltage-dependent calcium channel, L-type, beta subunit', 'Voltage-dependent calcium channel, L-type, beta-1 subunit']"
EXOC6B,,
PALM2-AKAP2,,
GHRHR,"['IPR000832', 'IPR003288']","['GPCR, family 2, secretin-like', 'GPCR, family 2, growth hormone-releasing hormone receptor']"
TMEM47,"['IPR000832', 'IPR003288']","['GPCR, family 2, secretin-like', 'GPCR, family 2, growth hormone-releasing hormone receptor']"
TBC1D32,"['IPR000832', 'IPR003288']","['GPCR, family 2, secretin-like', 'GPCR, family 2, growth hormone-releasing hormone receptor']"
CSNK1G2,,
CYB561D1,,
CLDN10,"['IPR003554', 'IPR006187']","['Claudin-10', 'Claudin']"
ZNF829,,
ENDOV,['IPR007581'],['Endonuclease V']
BCO1,['IPR007581'],['Endonuclease V']
ZNF582,,
PHC1,,
MAGEF1,['IPR037445'],['Melanoma-associated antigen']
NKX3-2,,
NIPA2,,
